state,unemployment,year,Population,violent total,Murder,rape,Robbery,Aggravated assault,property total,Burglary,Larceny theft,vehicle theft
NV,4.742,1989,1111000,625.3,8.2,59.6,250.6,306.9,5646.4,1404.8,3662.1,579.6
NV,4.717,1990,1201833,600.9,9.7,62.2,238.3,290.7,5462.7,1367.4,3502.7,592.5
NV,5.817,1991,1284000,677,11.8,66,312.5,286.7,5621.7,1403.9,3565.5,652.3
NV,6.65,1992,1327000,696.8,10.9,62.8,331.3,291.8,5506.9,1289.2,3520.3,697.4
NV,6.85,1993,1389000,875.2,10.4,60.9,340.1,463.9,5304.9,1245,3321.6,738.3
NV,6.175,1994,1457000,1001.9,11.7,68.7,352.4,569.1,5675.6,1354.5,3561.6,759.4
NV,5.567,1995,1530000,945.2,10.7,61.2,324.6,548.7,5634.2,1322.5,3566.2,745.4
NV,5.033,1996,1603000,811.3,13.7,53.4,307.6,436.6,5180.7,1220.1,3262.3,698.3
NV,4.4,1997,1677000,798.7,11.2,59.9,302.4,425.3,5265.8,1310.4,3167.1,788.3
NV,4.225,1998,1747000,643.6,9.7,52.1,254.9,326.8,4636.9,1137.6,2711.3,788
NV,3.983,1999,1809253,569.9,9.1,52.1,232.6,276,4083.1,973.5,2385.9,723.7
NV,4.167,2000,1998257,524.2,6.5,43,227.3,247.3,3744.4,877.1,2208.2,659.2
NV,5.183,2001,2097722,589.2,8.6,42.1,235.1,303.4,3693.8,844.3,2148.7,700.9
NV,5.633,2002,2167455,639.3,8.4,42.8,236.1,352,3870.7,874.3,2189.6,806.8
NV,5.083,2003,2242207,616,8.8,38.8,233,335.4,4287.2,979.3,2378.1,929.8
NV,4.3,2004,2332898,616.4,7.4,40.9,210.3,357.8,4210,992,2247.8,970.3
NV,4.092,2005,2412301,608,8.5,42.1,194.9,361.9,4246,973.4,2156,1116
NV,4.05,2006,2495529,748.8,9.1,43.8,282,414,4100.9,997.9,2020.8,1082.2
NV,4.492,2007,2565382,754.9,7.5,42.7,270.4,434.2,3785.7,971,1942.9,871.7
NV,6.708,2008,2600167,729.7,6.3,42.5,249.4,431.4,3461.5,932.8,1915.8,613
NV,11.3,2009,2643085,705.2,5.9,38.7,228.1,432.5,3063.7,836.7,1757.9,469.1
NV,13.525,2010,2704283,663,5.8,35.7,195.9,425.5,2773.5,824.1,1572.8,376.6
NV,13.033,2011,2720028,568.1,5.1,33.6,158.4,371,2576.3,747.9,1476.3,352.1
NV,11.167,2012,2754354,608.6,4.5,33.8,178.6,391.7,2814.1,803.1,1647.3,363.7
NV,9.625,2013,2791494,605,5.8,39,185.7,360.4,2836.4,825.6,1652.6,358.2
NV,7.925,2014,2839099,635.6,6,35,209.7,372.1,2625.4,772.3,1494.3,358.7
NH,6.525,1976,822000,86.3,3.3,9.7,24.8,48.4,3525.1,937.5,2335.3,252.3
NH,5.458,1977,849000,113.1,3.2,10.7,23.2,76,3679,1041.7,2343.9,293.4
NH,3.825,1978,871000,118.8,1.4,9.4,26.3,81.7,3948.7,1159.7,2483.4,305.6
NH,3.208,1979,887000,139.9,2.4,17.1,28.6,91.8,4438.9,1199,2915,324.9
NH,4.525,1980,919114,179.8,2.5,17.3,42,118,4499.8,1312.9,2877,309.9
NH,5.167,1981,935000,147.1,2.9,16.5,35.8,91.9,4174.8,1186.1,2747.8,240.9
NH,6.792,1982,951000,124.8,2.2,16.2,33.9,72.6,3704.4,945,2535.8,223.7
NH,5.517,1983,959000,125.1,2,19.5,24.1,79.6,3231.2,821.9,2227.2,182.1
NH,4.292,1984,977000,133.9,1,20.7,23.2,88.9,3003.8,735.9,2079.2,188.6
NH,3.725,1985,998000,140.8,2.1,19.1,26.7,92.9,3111.1,762.3,2150.2,198.6
NH,2.792,1986,1027000,139.5,2.2,21.5,23.6,92.2,3190.6,755,2207.9,227.7
NH,2.317,1987,1057000,149.6,3,26.6,26.5,93.5,3222.1,694.8,2310.9,216.5
NH,2.4,1988,1097000,147.9,2.3,25.2,21.1,99.4,3186.1,682.7,2275.7,227.7
NH,3.467,1989,1107000,168.5,3.3,29.5,23.8,111.8,3427.7,736.9,2446.9,244
NH,5.658,1990,1109252,131.5,1.9,34.8,27.2,67.6,3513.7,735.5,2534.2,244
NH,7.3,1991,1105000,119.3,3.6,29.9,33,52.8,3328.5,735.4,2372.9,220.3
NH,7.283,1992,1111000,125.7,1.6,38.2,33,52.9,2954.8,621.9,2138.1,194.9
NH,6.15,1993,1125000,137.8,2,44.4,27.3,64.1,2767.2,515.1,2058,194
NH,4.733,1994,1137000,116.8,1.4,35.8,27.1,52.5,2624.2,463.9,1957.8,202.5
NH,3.975,1995,1148000,114.5,1.8,29,27.4,56.3,2540.9,418.6,1977.2,145.1
NH,3.825,1996,1162000,118.2,1.7,34.8,27.3,54.4,2705.3,435.7,2118,151.6
NH,3.325,1997,1173000,113.2,1.4,33.7,23.4,54.8,2526.4,393.2,1997.4,135.8
NH,2.825,1998,1185000,107.2,1.5,33.8,21.5,50.4,2312.7,325.1,1863.2,124.4
NH,2.708,1999,1201134,96.5,1.5,28.7,21.4,44.9,2185.2,307.9,1764.6,112.7
NH,2.658,2000,1235786,175.4,1.8,42.2,36.7,94.7,2257.8,404,1680,173.8
NH,3.442,2001,1259359,170.2,1.3,36.4,35.3,97.2,2151,388.2,1592.9,169.9
NH,4.467,2002,1274405,161.3,0.9,35,32.4,93,2059.8,379.6,1527.6,152.5
NH,4.308,2003,1288705,150.3,1.3,34,37.2,77.8,2052.9,356.1,1546.8,150
NH,3.767,2004,1299169,169.5,1.3,35.9,38.5,93.8,2051.9,383.2,1518.1,150.6
NH,3.558,2005,1306819,135,1.5,31.1,27.9,74.3,1839,320.8,1415,103
NH,3.425,2006,1314895,138.8,1,22.4,33.1,79.2,1981.9,334.2,1534.6,113
NH,3.525,2007,1315828,144.1,0.9,27.1,34.3,81.8,2005.9,385.6,1513,107.2
NH,3.85,2008,1315809,156.1,1.1,29.3,32,93.8,2157.4,324.2,1726.2,106.9
NH,6.225,2009,1324575,160.4,0.8,30.1,34.3,95.2,2173.5,371.1,1717.4,85.1
NH,5.833,2010,1316807,167.4,1,31.2,34.2,101,2219.8,413.4,1730.6,75.7
NH,5.392,2011,1317807,217.3,1.2,44.1,38.6,133.4,2485.6,473.8,1927.3,84.5
NH,5.5,2012,1321617,215,1.1,36.8,35.6,141.4,2426.9,453.1,1893.4,80.4
NH,5.092,2013,1322616,223.2,1.6,39.5,48.9,113.9,2213.6,376.5,1765.8,71.4
NH,4.275,2014,1326813,196.1,0.9,34.5,40.5,110,1962.7,313.7,1584.4,64.6
NJ,10.4,1976,7336000,396.8,5.2,19.9,200.3,171.4,5003.7,1504.2,2988.9,510.7
NJ,9.367,1977,7329000,392,5.6,21,180.4,185.1,4721.8,1435.8,2774.5,511.5
NJ,7.258,1978,7327000,423.5,5.4,23.6,192.6,201.9,4783.7,1456.3,2766.8,560.6
NJ,6.925,1979,7332000,501.2,6.6,27.8,250,216.8,5319.4,1601.5,3021.7,696.2
NJ,7.183,1980,7342164,604.4,6.9,30.7,303.7,263,5797,1878.2,3189.3,729.5
NJ,7.45,1981,7401000,630.6,7.3,32.1,334.6,256.7,5549.2,1733.2,3132.6,683.3
NJ,8.742,1982,7438000,607.4,6.5,28.9,307.6,264.4,5068.8,1430.7,3011.3,626.8
NJ,8.033,1983,7468000,553.1,5.3,30.3,269,248.4,4610.3,1237.2,2768.9,604.3
NJ,6.192,1984,7515000,527.7,5.3,32.5,242.4,247.4,4327.8,1062.8,2690.4,574.6
NJ,5.625,1985,7562000,544.5,5.4,32.1,255,252,4549.9,1056.9,2828.7,664.3
NJ,5.017,1986,7620000,572.5,5.2,33.2,268.7,265.4,4668.8,1070.8,2822.5,775.5
NJ,4.092,1987,7672000,541,4.6,33.4,232.8,270.3,4720.5,1008.8,2866.3,845.4
NJ,3.817,1988,7720000,582.8,5.3,33.7,245.2,298.6,4712.5,980.2,2837.9,894.4
NJ,4.1,1989,7736000,609,5.1,31.7,273.3,299,4660.4,976.6,2764.7,919.2
NJ,5.058,1990,7730188,647.6,5.6,29.8,301,311.1,4799.7,1017.2,2843,939.5
NJ,6.7,1991,7760000,634.8,5.2,29.1,293.1,307.3,4796.5,1015.7,2854.9,925.9
NJ,8.358,1992,7789000,625.8,5.1,30.7,285.2,304.8,4438.5,969.4,2653.6,815.6
NJ,7.6,1993,7879000,626.9,5.3,28.1,296,297.5,4174,974,2486.1,714
NJ,6.825,1994,7904000,614.2,5,24.9,288,296.2,4046.8,911.9,2474.9,660
NJ,6.408,1995,7945000,599.8,5.1,24.3,283,287.4,4103.9,875.2,2597.1,631.6
NJ,6.15,1996,7988000,531.5,4.2,24.7,235.8,266.7,3801.4,791.9,2428.2,581.3
NJ,5.258,1997,8053000,492.6,4.2,21.5,210.6,256.4,3564.4,756.2,2297,511.2
NJ,4.592,1998,8115000,440.2,4,20,186.2,230,3213.9,671.1,2109.3,433.6
NJ,4.517,1999,8143412,411.9,3.5,17.3,174.9,216.1,2988.1,577.1,1976.8,434.2
NJ,3.7,2000,8414350,383.8,3.4,16.1,161.1,203.2,2776.6,522,1848.8,405.9
NJ,4.258,2001,8511116,388.8,3.9,15,165.8,204.1,2826.3,550,1833.3,443
NJ,5.775,2002,8575252,376.1,4,15.9,162.7,193.5,2655.5,511.9,1726.6,417
NJ,5.833,2003,8642412,364.3,4.7,14.9,154.4,190.4,2549.6,502.8,1646.4,400.4
NJ,4.842,2004,8685166,356.3,4.5,15.3,150.6,185.9,2433,472.4,1611.7,348.9
NJ,4.492,2005,8703150,355,4.8,13.9,151.8,184.7,2337,447.9,1571,318
NJ,4.717,2006,8724560,350.2,4.9,13.8,153.1,178.4,2278.9,451.4,1543.8,283.7
NJ,4.292,2007,8685920,328.6,4.4,11.9,144.7,167.7,2214.4,428.7,1532.9,252.8
NJ,5.333,2008,8682661,326.5,4.3,12.9,146.3,163,2293.4,465.3,1595.7,232.4
NJ,9.058,2009,8707739,311.4,3.7,12,133.7,162.1,2075.8,424.3,1473.4,178
NJ,9.517,2010,8799593,307.5,4.2,11.1,134.3,157.8,2080.1,440.2,1463.2,176.8
NJ,9.35,2011,8834773,307.9,4.3,11.4,138.2,154,2147.4,489.4,1460.9,197.1
NJ,9.342,2012,8867749,290.1,4.4,11.7,128.4,145.7,2046.5,477.4,1383.2,185.9
NJ,8.225,2013,8911502,288.9,4.5,9.7,135.6,135.5,1881.1,402.7,1324.2,154.3
NJ,6.767,2014,8938175,261.2,3.9,10.7,117.5,125.6,1734.1,354.8,1248.3,131
NM,8.858,1976,1168000,554.4,9.7,41,124.7,378.9,5660.6,1679.5,3651.5,329.5
NM,7.642,1977,1190000,500.9,8.8,39.1,109.6,343.4,4686.7,1418.7,3008.6,259.5
NM,5.933,1978,1212000,528.2,10.2,42.7,111.6,363.8,4652.1,1335.6,3002.7,313.8
NM,6.383,1979,1241000,586,12.4,46.9,121,405.6,5202.5,1481.5,3363.8,357.2
NM,7.567,1980,1295474,615,13.1,43.3,127.9,430.7,5364.1,1492.5,3521,350.6
NM,7.292,1981,1327000,671.7,11.4,47.3,140.8,472.2,5528.9,1613,3560.8,355.1
NM,9.217,1982,1359000,734.5,11.6,48.3,126.2,548.4,5873.1,1628.8,3929.5,314.9
NM,9.683,1983,1399000,686.8,8.9,48,114,515.9,5659.4,1559.2,3793.9,306.3
NM,7.825,1984,1424000,688.1,9.1,55,130.3,493.6,5555.3,1639.7,3595.2,320.5
NM,8.333,1985,1450000,703.9,10.9,49.8,138.1,505.1,5782.3,1753.9,3682.6,345.7
NM,9.317,1986,1479000,725.6,11.5,46.9,129.5,537.7,5900.3,1844.7,3712.4,343.3
NM,8.725,1987,1500000,628.5,10.1,43.1,108.3,466.9,5918.3,1787.7,3785.1,345.5
NM,7.492,1988,1510000,658.1,11.5,38.4,103.1,505.2,5948.1,1836.9,3721.3,389.9
NM,6.708,1989,1528000,703.9,8.6,45.9,105.2,544.1,5870,1711.1,3809,349.9
NM,6.567,1990,1515069,780.2,9.2,49.7,115.1,606.2,5903.9,1738.7,3828.5,336.7
NM,7.133,1991,1548000,834.8,10.5,52.4,120.3,651.6,5844.6,1723,3775.3,346.3
NM,7.183,1992,1581000,934.9,8.9,62.6,139.3,724.1,5499.2,1511.4,3609.9,377.9
NM,6.975,1993,1616000,929.7,8,52.1,138.4,731.1,5336.4,1421.2,3510.1,405.1
NM,6.483,1994,1654000,889.2,10.7,52.4,140.8,685.4,5298.5,1326.8,3466.9,504.8
NM,6.567,1995,1685000,819.2,8.8,56.6,154.5,599.3,5608.8,1447.1,3648.5,513.2
NM,7.2,1996,1713000,840.6,11.5,63.5,162.4,603.2,5761.7,1376.9,3802.6,582.2
NM,6.317,1997,1730000,853.3,7.7,50.4,171.4,623.7,6053.2,1452.4,3883.7,717.2
NM,6.067,1998,1737000,961.4,10.9,55.1,163.4,732,5757.7,1394,3743.9,619.9
NM,5.575,1999,1739844,834.6,9.8,54.3,148.2,622.3,5128,1234.7,3426.3,467.1
NM,4.925,2000,1819046,757.9,7.4,50.7,137.4,562.4,4761,1173.1,3184.4,403.6
NM,4.925,2001,1830935,780.4,5.4,46.4,147.2,581.3,4538.4,1067.9,3080.7,389.8
NM,5.542,2002,1852044,740.7,8.2,55.5,119.1,558,4345.3,1060.1,2883.6,401.6
NM,5.858,2003,1878562,667.3,6.2,50,103.1,507.9,4089.1,1011.3,2693.3,384.5
NM,5.5,2004,1903006,687.4,8.9,54.6,108.4,515.6,4198.4,1047,2736.1,415.2
NM,5.117,2005,1925985,646,7.5,54.1,98.3,486.5,4132,1087.2,2633,412
NM,4.167,2006,1954599,654.7,6.9,54.9,107.2,485.8,3888.3,1069.6,2346.5,472.2
NM,3.75,2007,1969915,675.7,9.3,52.2,117.9,496.3,3815.8,1057.1,2306.8,451.9
NM,4.45,2008,1984356,653.5,8.1,56.3,108.4,480.6,3815.7,1043.5,2368.3,404
NM,7.533,2009,2009671,632.4,9.9,53.2,96.1,473.2,3714,1092.5,2298,323.5
NM,8.1,2010,2065913,588,6.8,46.4,78.2,456.6,3425.9,1017.6,2154.2,254.1
NM,7.525,2011,2078674,572.7,7.6,41.2,82.7,441.1,3538.3,1030.4,2248.1,259.8
NM,7.133,2012,2083540,559.6,5.6,45.9,88.6,419.5,3604.2,1026.3,2315.6,262.2
NM,6.933,2013,2086895,622.5,5.9,54.4,87.8,453.8,3783.5,1046,2450.8,286.7
NM,6.658,2014,2085572,597.4,4.8,51.4,100,421.8,3542.3,887.3,2353.4,301.6
NY,10.233,1976,18084000,868.1,10.9,25.8,529.3,302.1,5357,1763.5,2855.2,738.2
NY,9.15,1977,17924000,831.8,10.7,29.4,472.6,319.1,5255.8,1728,2782,745.8
NY,7.758,1978,17748000,841,10.3,29.1,472.1,329.5,4951.2,1650.6,2628.6,672
NY,7.167,1979,17649000,917.4,11.9,30.6,529.6,345.3,5287.7,1746.9,2836.4,704.5
NY,7.475,1980,17506690,1029.5,12.7,30.9,641.3,344.6,5882,2061.6,3060.4,759.9
NY,7.6,1981,17594000,1069.6,12.3,31.1,684,342.1,5835.8,1991.7,3066.3,777.8
NY,8.475,1982,17659000,990.1,11.4,29.2,610.7,338.7,5478.1,1671.9,3025.3,780.8
NY,8.675,1983,17667000,914.1,11.1,30,536.5,336.5,4988.5,1410.1,2854.7,723.7
NY,7.167,1984,17735000,914.3,10.1,31.6,506.9,365.8,4662.9,1257.2,2755.1,650.6
NY,6.617,1985,17783000,929.9,9.5,32.1,504.4,383.9,4658.6,1235.1,2824.5,599.1
NY,6.233,1986,17772000,985.9,10.7,30.5,514.1,430.6,4781.8,1221.1,2923.5,637.2
NY,4.892,1987,17825000,1008.1,11.3,31.1,503.3,462.4,4944.3,1216.4,3024.8,703.1
NY,4.275,1988,17898000,1097.3,12.5,30.6,544.4,509.8,5212,1218.3,3133.8,859.9
NY,4.975,1989,17950000,1131.2,12.5,29.2,579.3,510.1,5162.1,1176.2,3033.2,952.7
NY,5.325,1990,17990455,1180.9,14.5,29.8,624.7,512,5182.8,1160.7,2979.4,1042.7
NY,7.242,1991,18058000,1163.9,14.2,28.2,622.1,499.4,5080.7,1132.5,2944.3,1003.9
NY,8.608,1992,18119000,1122.1,13.2,28.4,596.9,483.5,4736.3,1068.2,2735.8,932.3
NY,7.908,1993,18197000,1073.5,13.3,27.5,561.2,471.5,4477.8,998.6,2644.2,835
NY,6.958,1994,18169000,965.6,11.1,25.9,476.7,451.9,4105,906.2,2489.5,709.3
NY,6.342,1995,18136000,841.9,8.5,23.7,399.7,410,3718.3,808.1,2344.4,565.7
NY,6.242,1996,18185000,727,7.4,23,340,356.7,3405.3,713.9,2197,494.4
NY,6.433,1997,18137000,688.6,6,22.5,309.3,350.8,3222.4,652.3,2130.6,439.4
NY,5.608,1998,18175000,637.8,5.1,21.1,270.3,341.3,2950.7,576.7,1998.9,375.1
NY,5.175,1999,18196601,588.8,5,19.6,240.8,323.5,2690.6,512.3,1858.1,320.2
NY,4.55,2000,18976457,553.9,5,18.6,213.6,316.7,2545.7,463.4,1796.4,285.8
NY,4.825,2001,19084350,513.6,5,18.6,191.5,298.5,2399.9,421.3,1725.6,253
NY,6.158,2002,19134293,496.6,4.8,20.3,191.6,280,2310.5,400.9,1662.1,247.5
NY,6.358,2003,19212425,465.8,4.9,19.6,186.3,255,2249,392.7,1620.9,235.3
NY,5.8,2004,19280727,440.4,4.6,18.7,173.8,243.3,2192.5,366.7,1613.2,212.7
NY,5.017,2005,19315721,444,4.5,18.8,182.1,238.9,2102,352.2,1565,185
NY,4.533,2006,19306183,435.2,4.8,16.4,178.5,235.5,2064.5,355.4,1542.7,166.4
NY,4.558,2007,19297729,414.4,4.2,15.2,161.1,233.9,1987.9,336.4,1506.3,145.2
NY,5.425,2008,19490297,397.9,4.3,14.4,163.1,216.1,1993.8,336.3,1528.8,128.7
NY,8.333,2009,19541453,384.4,4,13.2,144,223.1,1932,321.2,1498.8,111.9
NY,8.608,2010,19395206,394.4,4.5,14.4,147.6,227.9,1957.8,339.5,1511.9,106.4
NY,8.292,2011,19501616,397.2,3.9,14.1,145.7,233.5,1906.7,334.5,1473.5,98.7
NY,8.508,2012,19576125,406.3,3.5,14.5,146.3,242,1917,328.9,1499.6,88.5
NY,7.725,2013,19695680,393.8,3.3,13.1,138.3,234.2,1820.7,286.6,1455.5,78.6
NY,6.325,2014,19746227,381.8,3.1,19.8,121.8,229.4,1718.2,257.2,1381.4,79.7
NC,6.258,1976,5469000,403.4,11.1,15.3,70.6,306.4,3477.8,1175.5,2124,178.3
NC,5.908,1977,5525000,407.1,10.6,17,61.3,318.3,3384,1154.1,2037.8,192.1
NC,4.483,1978,5577000,413.4,10.8,18.4,65.9,318.4,3468.7,1184,2083.4,201.3
NC,4.75,1979,5606000,446.1,10.7,20.3,77.2,337.9,3926.4,1296.6,2406.4,223.4
NC,6.392,1980,5843665,455,10.6,22.7,82.3,339.4,4185.5,1422.9,2546.4,216.1
NC,6.508,1981,5951000,436.7,9.1,22.7,80.8,324.1,4083.5,1336.7,2548.8,198.1
NC,9.2,1982,6019000,446.3,9.1,22,85.9,329.5,4096.9,1309,2603.4,184.5
NC,8.992,1983,6082000,409.6,8.1,21.9,79.6,300,3774.1,1189.5,2418.1,166.5
NC,6.725,1984,6165000,403.6,8.7,21.6,74.8,298.5,3640.5,1131.3,2330.9,178.3
NC,5.583,1985,6255000,420.9,8.3,23.8,78.2,310.6,3700.5,1150.8,2358.6,191
NC,5.283,1986,6331000,475.9,8.1,26.4,87.7,353.6,3856,1225,2422.7,208.3
NC,4.533,1987,6413000,484,8.1,29.1,93.9,352.9,4165.9,1356.1,2586,223.8
NC,3.642,1988,6526000,501.9,7.8,28.1,108.6,357.4,4360.4,1391.2,2718.8,250.4
NC,3.525,1989,6571000,546.4,8.9,29.9,133.5,374.1,4707.4,1503.5,2918.6,285.3
NC,4.1,1990,6628637,623.5,10.7,34.3,152.1,426.4,4862.3,1530.4,3048.3,283.7
NC,5.783,1991,6737000,658.4,11.4,34.6,178,434.4,5230.3,1692.3,3238.7,299.3
NC,6.05,1992,6843000,681,10.6,35.9,186.8,447.7,5121.2,1653,3181.6,286.6
NC,5.033,1993,6945000,679.3,11.3,34.3,192.4,441.3,4973,1515.8,3168.8,288.5
NC,4.383,1994,7070000,655,10.9,33,181.2,429.9,4970.3,1472.7,3195.7,301.9
NC,4.3,1995,7195000,646.4,9.4,32.2,179.2,425.5,4993.1,1417.6,3264.9,310.6
NC,4.3,1996,7323000,588.1,8.5,31.3,163.9,384.5,4938.1,1345.6,3257,335.5
NC,3.75,1997,7425000,607,8.3,31.6,172.6,394.5,4884.5,1346.8,3208.5,329.2
NC,3.45,1998,7546000,579.4,8.1,30.6,160.8,379.9,4742.8,1324.6,3092,326.2
NC,3.192,1999,7650789,542.1,7.2,28.2,158,348.7,4633.5,1286.9,3012.3,334.3
NC,3.667,2000,8049313,497.6,7,27.1,156.5,307,4421.8,1216.1,2891.8,313.9
NC,5.517,2001,8206105,493.1,6.2,25.4,162.1,299.4,4433,1241.6,2891,300.3
NC,6.658,2002,8305820,471,6.6,26.4,146.9,291,4258.6,1198.4,2760.8,299.4
NC,6.375,2003,8421190,454.1,6,25.4,145.2,277.5,4270.9,1195.6,2755.9,319.3
NC,5.492,2004,8540468,447.8,6.2,27.4,138,276.2,4160.5,1184.9,2659.7,316
NC,5.233,2005,8672459,469,6.7,26.5,145.7,289.7,4080,1202.6,2549,328
NC,4.75,2006,8856505,475.2,6.1,28.2,152.1,288.9,4116.2,1211.9,2564.4,339.9
NC,4.725,2007,9061032,466.1,6.4,26.3,149.4,283.9,4082.2,1199.6,2574.1,308.5
NC,6.1,2008,9222414,467.6,6.5,24.9,155.3,280.9,4041.9,1209.6,2542.5,289.8
NC,10.575,2009,9380884,404.5,5.2,24.6,126.1,248.7,3663.9,1149.5,2301.7,212.7
NC,10.85,2010,9560234,362.7,5,20.9,100.6,236.2,3443.5,1075.6,2176.3,191.6
NC,10.275,2011,9651103,346.3,5.2,20.3,97.9,222.9,3500.2,1093.5,2232.4,174.3
NC,9.292,2012,9748364,353.5,4.9,20.4,96.3,231.9,3370.8,1018.9,2186.5,165.4
NC,7.992,2013,9848917,341,4.7,18.2,94.2,216.5,3103.2,915.7,2041.3,146.3
NC,6.308,2014,9943964,329.5,5.1,17.5,84.6,215.4,2873.1,798.2,1937.8,137.1
ND,3.708,1976,643000,71.9,1.4,5.6,16.2,48.7,2442.5,478.5,1804.5,159.4
ND,4.567,1977,653000,67.1,0.9,9,13.3,43.8,2433.8,446.1,1843,144.7
ND,4.258,1978,652000,67,1.2,8.9,15.6,41.3,2338.3,423,1767.2,148.2
ND,4.025,1979,657000,61.3,1.5,8.2,9.9,41.7,2694.5,461,2071.1,162.4
ND,4.933,1980,652437,54,1.2,9.5,7.7,35.6,2909.7,488.3,2242.2,179.2
ND,4.842,1981,658000,67.5,2.3,8.7,12.9,43.6,2923.6,500.6,2258.2,164.7
ND,5.55,1982,670000,61.8,0.7,9.9,12.7,38.5,2586.3,458.8,1987.2,140.3
ND,5.667,1983,680000,53.7,2.1,12.5,7.8,31.3,2621.8,436.3,2056.3,129.1
ND,5.283,1984,686000,53.6,1.2,13.1,7.7,31.6,2529.7,399.1,2019.8,110.8
ND,5.7,1985,685000,47,1,7.3,6.4,32.3,2632.4,427,2087.2,118.2
ND,5.85,1986,679000,51.3,1,11.6,6.9,31.7,2554.2,385.1,2049.2,119.9
ND,5.025,1987,672000,56.8,1.5,9.4,7.6,38.4,2776.2,455.4,2197.6,123.2
ND,4.692,1988,663000,59.1,1.8,11.2,8.1,38,2668.9,437.7,2112.7,118.6
ND,4.308,1989,660000,63.2,0.6,11.8,9.2,41.5,2497.7,358.9,2025.8,113
ND,4.017,1990,638800,73.9,0.8,17.8,7.8,47.4,2848.5,426.6,2288.8,133.1
ND,4.375,1991,635000,65.4,1.1,18.3,8,38,2728.5,372.8,2229,126.8
ND,4.75,1992,636000,83.3,1.9,23.3,7.9,50.3,2820,391,2279.6,149.4
ND,4.292,1993,635000,82.2,1.7,23.5,8.3,48.7,2738.1,373.2,2216.2,148.7
ND,3.725,1994,638000,81.8,0.2,23.4,11.1,47.2,2654.1,324.5,2178.5,151.1
ND,3.233,1995,641000,86.7,0.9,22.8,10,53,2779.6,350.7,2249.8,179.1
ND,2.925,1996,644000,84,2.2,24.1,11,46.7,2585.1,309.2,2085.9,190.1
ND,2.717,1997,641000,87.2,0.9,24.8,6.4,55.1,2624.2,358.8,2085.3,180
ND,2.883,1998,638000,89.3,1.1,33.2,10.2,44.8,2591.7,356.4,2058.6,176.6
ND,3.275,1999,633666,66.9,1.6,22.4,8.8,34.1,2327.4,368.8,1795.1,163.5
ND,2.975,2000,642200,81.4,0.6,26.3,8.7,45.8,2206.6,325.9,1727.2,153.5
ND,2.933,2001,636550,79.3,1.1,25.8,9.4,43,2330.4,340.1,1819.7,170.6
ND,3.733,2002,633911,78.2,0.8,25.7,9.1,42.6,2328.7,353.8,1814.3,160.6
ND,3.733,2003,633400,80.2,1.4,25.3,8.4,45.2,2109.9,309.3,1630.4,170.2
ND,3.433,2004,636308,87.7,1.3,27.8,6.8,51.9,1963.4,320.6,1495.5,147.3
ND,3.4,2005,634605,111,1.9,28.4,8.5,72.5,2025,321.9,1534,169
ND,3.217,2006,635867,197.4,2.2,37.9,11.8,145.5,2100.9,409,1521.1,170.8
ND,3.117,2007,639715,209.9,2.7,39.4,11.7,156.2,2000.3,361.7,1485,153.5
ND,3.167,2008,641481,224.6,1.7,51.6,11.4,159.9,2031.1,364.2,1524.9,142
ND,4.142,2009,646844,266.4,1.9,45.8,16.5,202.2,1980.8,375.1,1464.6,141.1
ND,3.792,2010,674629,229.5,1.5,36.3,13.3,178.3,1780.2,296.5,1354.4,129.4
ND,3.5,2011,684740,248.1,3.5,38.8,13.3,192.5,1947.3,359,1444.5,143.9
ND,3.067,2012,701345,245.7,3.6,39.8,18.1,184.2,2038.5,346.3,1523.8,168.4
ND,2.917,2013,723857,273.4,2.2,39.8,22.2,199.9,2121.4,411.5,1511.6,198.2
ND,2.675,2014,739482,265.1,3,37.3,23.4,190.3,2110.3,366.1,1539.5,204.7
OH,7.792,1976,10690000,388.7,7.4,25.8,183.8,171.7,4559.5,1203.2,2978.2,378.1
OH,6.55,1977,10701000,406.7,7.8,27.3,190.5,181.1,4313.2,1216,2696.8,400.4
OH,5.467,1978,10749000,412.7,6.9,27.4,182.6,195.8,4246.2,1214.5,2629.7,402
OH,5.85,1979,10731000,457.5,8.1,31.8,194.8,222.8,4672.3,1287.2,2946.2,438.9
OH,8.35,1980,10766808,498.3,8.1,34.3,223.7,232.2,4933.1,1466.3,3040.1,426.7
OH,9.433,1981,10776000,496.6,7.4,31,236.9,221.3,4950.8,1493.6,3032.4,424.8
OH,12.7,1982,10791000,436.7,6.3,29.9,183.6,217,4498.8,1309.6,2807.5,381.7
OH,12.367,1983,10746000,397.9,5.6,31.5,159.4,201.4,4107.2,1155.6,2607.1,344.6
OH,9.467,1984,10752000,385.3,5.1,34.7,145.6,199.9,3887.8,1049.9,2475.3,362.5
OH,8.908,1985,10744000,381.6,5.2,36.9,133.1,206.4,3805.7,976.5,2476.4,352.7
OH,8.258,1986,10752000,420.9,5.5,38.6,142.1,234.7,3937.8,987.8,2574.2,375.7
OH,7.092,1987,10784000,421.3,5.8,39.9,153.1,222.5,4154,1062.5,2708.6,382.9
OH,6.05,1988,10872000,452,5.4,42.6,161.4,242.7,4193.2,1031.4,2762.6,399.2
OH,5.567,1989,10907000,468.6,6,44.7,170.9,247.1,4264.6,1018.2,2811.1,435.3
